AREA_NAME,Year,Crime_Type,POPULATION_2023,Crime_Count,Crime_Rate_per_1000
Area 97,2018,ROBBERY,30448,13,0.42695743562795585
Area 98,2018,ROBBERY,15686,9,0.5737600408007141
Area 99,2018,ROBBERY,32454,14,0.43137979910026497
Area 100,2018,ROBBERY,17636,8,0.45361760036289406
Area 1,2019,ROBBERY,7985,2,0.25046963055729493
Area 2,2019,ROBBERY,34924,16,0.4581376703699462
Area 3,2019,ROBBERY,34709,15,0.4321645682675963
Area 4,2019,ROBBERY,7756,4,0.5157297576070139
Area 5,2019,ROBBERY,14641,6,0.40980807321904245
Area 6,2019,ROBBERY,36312,10,0.27539105529852387
Area 7,2019,ROBBERY,19182,7,0.36492545094359297
Area 8,2019,ROBBERY,20179,8,0.39645175677684724
Area 9,2019,ROBBERY,32167,10,0.3108776074859328
Area 10,2019,ROBBERY,29172,14,0.4799122446181269
Area 11,2019,ROBBERY,14096,4,0.28376844494892167
Area 12,2019,ROBBERY,35537,20,0.562793707966345
Area 13,2019,ROBBERY,33980,22,0.6474396703943496
Area 14,2019,ROBBERY,12988,4,0.3079765937788728
Area 15,2019,ROBBERY,18535,7,0.37766387914755867
Area 16,2019,ROBBERY,29540,11,0.3723764387271496
Area 17,2019,ROBBERY,11215,5,0.44583147570218457
Area 18,2019,ROBBERY,22982,13,0.5656600818031502
Area 19,2019,ROBBERY,34393,17,0.4942866280929259
Area 20,2019,ROBBERY,33824,13,0.38434247871333965
Area 21,2019,ROBBERY,5040,1,0.1984126984126984
Area 22,2019,ROBBERY,19425,12,0.6177606177606177
Area 23,2019,ROBBERY,12283,5,0.4070666775217781
Area 24,2019,ROBBERY,33501,11,0.3283484075102236
Area 25,2019,ROBBERY,16472,9,0.5463817387081107
Area 26,2019,ROBBERY,17300,5,0.28901734104046245
Area 27,2019,ROBBERY,11133,2,0.17964609718853858
Area 28,2019,ROBBERY,38522,23,0.5970614194486268
Area 29,2019,ROBBERY,26811,13,0.48487561075677893
Area 30,2019,ROBBERY,14639,9,0.6147960926292779
Area 31,2019,ROBBERY,24741,10,0.4041873812699568
Area 32,2019,ROBBERY,14325,5,0.34904013961605584
Area 33,2019,ROBBERY,31509,14,0.44431749658827635
Area 34,2019,ROBBERY,25959,14,0.5393119919873647
Area 35,2019,ROBBERY,19402,6,0.30924646943614065
Area 36,2019,ROBBERY,10966,7,0.6383366770016414
Area 37,2019,ROBBERY,33798,9,0.2662879460323096
Area 38,2019,ROBBERY,31835,14,0.4397675514370975
Area 39,2019,ROBBERY,17048,11,0.645236977944627
Area 40,2019,ROBBERY,20149,8,0.3970420368256489
Area 41,2019,ROBBERY,10026,5,0.4987033712347895
Area 42,2019,ROBBERY,37605,15,0.39888312724371755
Area 43,2019,ROBBERY,21151,7,0.33095361921422156
Area 44,2019,ROBBERY,30558,12,0.3926958570587081
Area 45,2019,ROBBERY,19214,12,0.6245446028937234
Area 46,2019,ROBBERY,19286,10,0.5185108368764908
Area 47,2019,ROBBERY,28193,10,0.3546979746745646
Area 48,2019,ROBBERY,29557,12,0.4059951957235173
Area 49,2019,ROBBERY,39975,14,0.35021888680425267
Area 50,2019,ROBBERY,19490,6,0.3078501795792714
Area 51,2019,ROBBERY,22412,6,0.26771372479029093
Area 52,2019,ROBBERY,17047,11,0.6452748284155571
Area 53,2019,ROBBERY,39723,17,0.4279636482642298
Area 54,2019,ROBBERY,25476,14,0.5495368189668708
Area 55,2019,ROBBERY,22368,4,0.17882689556509299
Area 56,2019,ROBBERY,36541,13,0.35576475739580193
Area 57,2019,ROBBERY,26068,10,0.3836120914531226
Area 58,2019,ROBBERY,35574,16,0.4497666835329173
Area 59,2019,ROBBERY,38752,17,0.43868703550784477
Area 60,2019,ROBBERY,23890,10,0.4185851820845542
Area 61,2019,ROBBERY,16283,5,0.30706872197997914
Area 62,2019,ROBBERY,21578,6,0.27806098804337753
Area 63,2019,ROBBERY,31800,15,0.4716981132075472
Area 64,2019,ROBBERY,30901,15,0.4854211837804602
Area 65,2019,ROBBERY,33077,13,0.3930223418085074
Area 66,2019,ROBBERY,8832,4,0.4528985507246377
Area 67,2019,ROBBERY,31027,19,0.612369871402327
Area 68,2019,ROBBERY,19535,10,0.5119017148707448
Area 69,2019,ROBBERY,22532,7,0.3106692703710279
Area 70,2019,ROBBERY,31502,16,0.5079042600469811
Area 71,2019,ROBBERY,27762,15,0.5403068943159715
Area 72,2019,ROBBERY,37952,19,0.5006323777403036
Area 73,2019,ROBBERY,5412,2,0.36954915003695493
Area 74,2019,ROBBERY,15761,6,0.3806865046634097
Area 75,2019,ROBBERY,35570,17,0.4779308405960079
Area 76,2019,ROBBERY,13985,8,0.5720414730067931
Area 77,2019,ROBBERY,19744,8,0.4051863857374392
Area 78,2019,ROBBERY,30945,11,0.3554693811601228
Area 79,2019,ROBBERY,19803,7,0.3534817956875221
Area 80,2019,ROBBERY,11600,8,0.689655172413793
Area 81,2019,ROBBERY,11789,5,0.42412418356094667
Area 82,2019,ROBBERY,5617,1,0.17803097739006588
Area 83,2019,ROBBERY,36516,12,0.32862306933946767
Area 84,2019,ROBBERY,5538,2,0.36114120621162876
Area 85,2019,ROBBERY,37262,16,0.4293918737587891
Area 86,2019,ROBBERY,35452,13,0.36669299334311184
Area 87,2019,ROBBERY,8624,4,0.46382189239332094
Area 88,2019,ROBBERY,20581,6,0.2915310237597784
Area 89,2019,ROBBERY,24391,10,0.4099872903939978
Area 90,2019,ROBBERY,7210,2,0.27739251040221913
Area 91,2019,ROBBERY,7285,8,1.0981468771448182
Area 92,2019,ROBBERY,23761,18,0.7575438744160599
Area 93,2019,ROBBERY,37280,18,0.48283261802575106
Area 94,2019,ROBBERY,12825,8,0.6237816764132554
Area 95,2019,ROBBERY,19750,14,0.7088607594936709
Area 96,2019,ROBBERY,29262,15,0.5126102111954071
Area 97,2019,ROBBERY,30448,17,0.5583289542827116
Area 98,2019,ROBBERY,15686,13,0.828764503378809
Area 99,2019,ROBBERY,32454,17,0.5238183274788932
Area 100,2019,ROBBERY,17636,5,0.2835110002268088
Area 1,2020,ROBBERY,7985,5,0.6261740763932373
Area 2,2020,ROBBERY,34924,15,0.4295040659718245
Area 3,2020,ROBBERY,34709,13,0.3745426258319168
Area 4,2020,ROBBERY,7756,10,1.289324394017535
Area 5,2020,ROBBERY,14641,8,0.5464107642920565
Area 6,2020,ROBBERY,36312,17,0.4681647940074906
Area 7,2020,ROBBERY,19182,9,0.46918986549890523
Area 8,2020,ROBBERY,20179,16,0.7929035135536945
Area 9,2020,ROBBERY,32167,15,0.46631641122889916
Area 10,2020,ROBBERY,29172,17,0.5827505827505828
Area 11,2020,ROBBERY,14096,9,0.6384790011350737
Area 12,2020,ROBBERY,35537,12,0.33767622477980697
Area 13,2020,ROBBERY,33980,17,0.5002942907592701
Area 14,2020,ROBBERY,12988,8,0.6159531875577456
Area 15,2020,ROBBERY,18535,10,0.5395198273536552
Area 16,2020,ROBBERY,29540,7,0.23696682464454977
Area 17,2020,ROBBERY,11215,6,0.5349977708426215
Area 18,2020,ROBBERY,22982,7,0.304586197894004
Area 19,2020,ROBBERY,34393,22,0.639665048120257
Area 20,2020,ROBBERY,33824,14,0.4139072847682119
Area 21,2020,ROBBERY,5040,2,0.3968253968253968
Area 22,2020,ROBBERY,19425,7,0.36036036036036034
Area 23,2020,ROBBERY,12283,5,0.4070666775217781
Area 24,2020,ROBBERY,33501,13,0.38804811796662786
Area 25,2020,ROBBERY,16472,8,0.48567265662943176
Area 26,2020,ROBBERY,17300,5,0.28901734104046245
Area 27,2020,ROBBERY,11133,3,0.26946914578280784
Area 28,2020,ROBBERY,38522,17,0.441306266548985
Area 29,2020,ROBBERY,26811,12,0.44757748685241133
Area 30,2020,ROBBERY,14639,6,0.409864061752852
Area 31,2020,ROBBERY,24741,11,0.44460611939695244
Area 32,2020,ROBBERY,14325,9,0.6282722513089005
Area 33,2020,ROBBERY,31509,14,0.44431749658827635
Area 34,2020,ROBBERY,25959,10,0.3852228514195462
Area 35,2020,ROBBERY,19402,7,0.36078754767549737
Area 36,2020,ROBBERY,10966,5,0.4559547692868868
Area 37,2020,ROBBERY,33798,13,0.38463814426889165
Area 38,2020,ROBBERY,31835,12,0.37694361551751215
Area 39,2020,ROBBERY,17048,6,0.35194744251525106
Area 40,2020,ROBBERY,20149,7,0.3474117822224428
Area 41,2020,ROBBERY,10026,3,0.29922202274087373
Area 42,2020,ROBBERY,37605,21,0.5584363781412046
Area 43,2020,ROBBERY,21151,13,0.6146281499692685
Area 44,2020,ROBBERY,30558,14,0.4581451665684927
Area 45,2020,ROBBERY,19214,13,0.6765899864682003
Area 46,2020,ROBBERY,19286,8,0.41480866950119255
Area 47,2020,ROBBERY,28193,9,0.31922817720710817
Area 48,2020,ROBBERY,29557,18,0.6089927935852759
Area 49,2020,ROBBERY,39975,11,0.27517198248905567
Area 50,2020,ROBBERY,19490,4,0.2052334530528476
Area 51,2020,ROBBERY,22412,12,0.5354274495805819
Area 52,2020,ROBBERY,17047,5,0.2933067401888895
Area 53,2020,ROBBERY,39723,23,0.5790096417692521
Area 54,2020,ROBBERY,25476,14,0.5495368189668708
Area 55,2020,ROBBERY,22368,10,0.4470672389127325
Area 56,2020,ROBBERY,36541,16,0.4378643167948332
Area 57,2020,ROBBERY,26068,10,0.3836120914531226
Area 58,2020,ROBBERY,35574,15,0.42165626581210996
Area 59,2020,ROBBERY,38752,14,0.361271676300578
Area 60,2020,ROBBERY,23890,8,0.33486814566764334
Area 61,2020,ROBBERY,16283,10,0.6141374439599583
Area 62,2020,ROBBERY,21578,7,0.32440448605060707
Area 63,2020,ROBBERY,31800,24,0.7547169811320754
Area 64,2020,ROBBERY,30901,17,0.5501440082845215
Area 65,2020,ROBBERY,33077,14,0.42325482963993105
Area 66,2020,ROBBERY,8832,5,0.5661231884057971
Area 67,2020,ROBBERY,31027,15,0.4834498984755213
Area 68,2020,ROBBERY,19535,10,0.5119017148707448
Area 69,2020,ROBBERY,22532,14,0.6213385407420557
Area 70,2020,ROBBERY,31502,13,0.41267221128817216
Area 71,2020,ROBBERY,27762,19,0.6843887328002305
Area 72,2020,ROBBERY,37952,14,0.36888701517706574
Area 73,2020,ROBBERY,5412,3,0.5543237250554324
Area 74,2020,ROBBERY,15761,7,0.4441342554406446
Area 75,2020,ROBBERY,35570,14,0.3935901040202418
Area 76,2020,ROBBERY,13985,11,0.7865570253843404
Area 77,2020,ROBBERY,19744,5,0.2532414910858995
Area 78,2020,ROBBERY,30945,11,0.3554693811601228
Area 79,2020,ROBBERY,19803,9,0.4544765944553856
Area 80,2020,ROBBERY,11600,2,0.17241379310344826
Area 81,2020,ROBBERY,11789,2,0.16964967342437867
Area 82,2020,ROBBERY,5617,1,0.17803097739006588
Area 83,2020,ROBBERY,36516,16,0.4381640924526235
Area 84,2020,ROBBERY,5538,2,0.36114120621162876
Area 85,2020,ROBBERY,37262,12,0.32204390531909183
Area 86,2020,ROBBERY,35452,11,0.31027868667494074
Area 87,2020,ROBBERY,8624,3,0.34786641929499074
Area 88,2020,ROBBERY,20581,5,0.24294251979981538
Area 89,2020,ROBBERY,24391,7,0.28699110327579846
Area 90,2020,ROBBERY,7210,2,0.27739251040221913
Area 91,2020,ROBBERY,7285,3,0.4118050789293068
Area 92,2020,ROBBERY,23761,16,0.6733723328142754
Area 93,2020,ROBBERY,37280,17,0.4560085836909871
Area 94,2020,ROBBERY,12825,6,0.46783625730994155
Area 95,2020,ROBBERY,19750,8,0.40506329113924056
Area 96,2020,ROBBERY,29262,12,0.4100881689563256
Area 97,2020,ROBBERY,30448,14,0.4598003152916448
Area 98,2020,ROBBERY,15686,9,0.5737600408007141
Area 99,2020,ROBBERY,32454,16,0.4930054846860171
Area 100,2020,ROBBERY,17636,6,0.34021320027217056
Area 1,2021,ROBBERY,7985,6,0.7514088916718848
Area 2,2021,ROBBERY,34924,11,0.314969648379338
Area 3,2021,ROBBERY,34709,15,0.4321645682675963
Area 4,2021,ROBBERY,7756,4,0.5157297576070139
Area 5,2021,ROBBERY,14641,4,0.27320538214602824
Area 6,2021,ROBBERY,36312,20,0.5507821105970477
Area 7,2021,ROBBERY,19182,8,0.4170576582212491
Area 8,2021,ROBBERY,20179,4,0.19822587838842362
Area 9,2021,ROBBERY,32167,17,0.5284919327260857
Area 10,2021,ROBBERY,29172,11,0.3770739064856712
Area 11,2021,ROBBERY,14096,8,0.5675368898978433
Area 12,2021,ROBBERY,35537,20,0.562793707966345
Area 13,2021,ROBBERY,33980,8,0.23543260741612712
Area 14,2021,ROBBERY,12988,5,0.384970742223591
Area 15,2021,ROBBERY,18535,11,0.5934718100890207
Area 16,2021,ROBBERY,29540,6,0.2031144211238998
Area 17,2021,ROBBERY,11215,6,0.5349977708426215
Area 18,2021,ROBBERY,22982,15,0.6526847097728657
Area 19,2021,ROBBERY,34393,21,0.6105893641147908
Area 20,2021,ROBBERY,33824,15,0.44347209082308425
Area 21,2021,ROBBERY,5040,2,0.3968253968253968
Area 22,2021,ROBBERY,19425,9,0.4633204633204633
Area 23,2021,ROBBERY,12283,5,0.4070666775217781
Area 24,2021,ROBBERY,33501,10,0.29849855228202143
Area 25,2021,ROBBERY,16472,6,0.3642544924720738
Area 26,2021,ROBBERY,17300,6,0.3468208092485549
Area 27,2021,ROBBERY,11133,3,0.26946914578280784
Area 28,2021,ROBBERY,38522,16,0.4153470743990447
Area 29,2021,ROBBERY,26811,15,0.5594718585655141
Area 30,2021,ROBBERY,14639,5,0.3415533847940433
Area 31,2021,ROBBERY,24741,10,0.4041873812699568
Area 32,2021,ROBBERY,14325,8,0.5584642233856894
Area 33,2021,ROBBERY,31509,14,0.44431749658827635
Area 34,2021,ROBBERY,25959,11,0.4237451365615008
Area 35,2021,ROBBERY,19402,11,0.5669518606329245
Area 36,2021,ROBBERY,10966,3,0.273572861572132
Area 37,2021,ROBBERY,33798,15,0.4438132433871827
Area 38,2021,ROBBERY,31835,15,0.4711795193968902
Area 39,2021,ROBBERY,17048,5,0.29328953542937586
Area 40,2021,ROBBERY,20149,11,0.5459328006352673
Area 41,2021,ROBBERY,10026,4,0.39896269698783166
Area 42,2021,ROBBERY,37605,18,0.47865975269246114
Area 43,2021,ROBBERY,21151,7,0.33095361921422156
Area 44,2021,ROBBERY,30558,15,0.4908698213233851
Area 45,2021,ROBBERY,19214,12,0.6245446028937234
Area 46,2021,ROBBERY,19286,10,0.5185108368764908
Area 47,2021,ROBBERY,28193,11,0.3901677721420211
Area 48,2021,ROBBERY,29557,17,0.5751598606083161
Area 49,2021,ROBBERY,39975,23,0.5753595997498436
Area 50,2021,ROBBERY,19490,15,0.7696254489481785
Area 51,2021,ROBBERY,22412,10,0.44618954131715155
Area 52,2021,ROBBERY,17047,12,0.7039361764533348
Area 53,2021,ROBBERY,39723,18,0.4531379805150668
Area 54,2021,ROBBERY,25476,11,0.4317789291882556
Area 55,2021,ROBBERY,22368,12,0.5364806866952789
Area 56,2021,ROBBERY,36541,19,0.5199638761938644
Area 57,2021,ROBBERY,26068,10,0.3836120914531226
Area 58,2021,ROBBERY,35574,23,0.6465396075785687
Area 59,2021,ROBBERY,38752,11,0.28385631709331133
Area 60,2021,ROBBERY,23890,9,0.3767266638760988
Area 61,2021,ROBBERY,16283,13,0.7983786771479456
Area 62,2021,ROBBERY,21578,4,0.18537399202891833
Area 63,2021,ROBBERY,31800,20,0.6289308176100629
Area 64,2021,ROBBERY,30901,10,0.3236141225203068
Area 65,2021,ROBBERY,33077,19,0.5744172687970494
Area 66,2021,ROBBERY,8832,4,0.4528985507246377
Area 67,2021,ROBBERY,31027,18,0.5801398781706255
Area 68,2021,ROBBERY,19535,6,0.3071410289224469
Area 69,2021,ROBBERY,22532,7,0.3106692703710279
Area 70,2021,ROBBERY,31502,11,0.34918417878229957
Area 71,2021,ROBBERY,27762,15,0.5403068943159715
Area 72,2021,ROBBERY,37952,17,0.44793423271500843
Area 73,2021,ROBBERY,5412,2,0.36954915003695493
Area 74,2021,ROBBERY,15761,7,0.4441342554406446
Area 75,2021,ROBBERY,35570,15,0.4217036828788305
Area 76,2021,ROBBERY,13985,8,0.5720414730067931
Area 77,2021,ROBBERY,19744,4,0.2025931928687196
Area 78,2021,ROBBERY,30945,14,0.45241557602197446
Area 79,2021,ROBBERY,19803,8,0.40397919507145386
Area 80,2021,ROBBERY,11600,6,0.5172413793103449
Area 81,2021,ROBBERY,11789,7,0.5937738569853253
Area 82,2021,ROBBERY,5617,4,0.7121239095602635
Area 83,2021,ROBBERY,36516,14,0.3833935808960456
Area 84,2021,ROBBERY,5538,1,0.18057060310581438
Area 85,2021,ROBBERY,37262,19,0.5099028500885621
Area 86,2021,ROBBERY,35452,17,0.4795216066794539
Area 87,2021,ROBBERY,8624,1,0.11595547309833024
Area 88,2021,ROBBERY,20581,14,0.680239055439483
Area 89,2021,ROBBERY,24391,10,0.4099872903939978
Area 90,2021,ROBBERY,7210,3,0.41608876560332875
Area 91,2021,ROBBERY,7285,4,0.5490734385724091
Area 92,2021,ROBBERY,23761,9,0.37877193720802993
Area 93,2021,ROBBERY,37280,18,0.48283261802575106
Area 94,2021,ROBBERY,12825,8,0.6237816764132554
Area 95,2021,ROBBERY,19750,3,0.1518987341772152
Area 96,2021,ROBBERY,29262,17,0.5809582393547946
Area 97,2021,ROBBERY,30448,12,0.394114555964267
Area 98,2021,ROBBERY,15686,6,0.3825066938671427
Area 99,2021,ROBBERY,32454,10,0.3081284279287607
Area 100,2021,ROBBERY,17636,11,0.6237242004989794
Area 1,2022,ROBBERY,7985,2,0.25046963055729493
Area 2,2022,ROBBERY,34924,17,0.4867712747680678
Area 3,2022,ROBBERY,34709,12,0.345731654614077
Area 4,2022,ROBBERY,7756,4,0.5157297576070139
Area 5,2022,ROBBERY,14641,5,0.34150672768253537
Area 6,2022,ROBBERY,36312,9,0.24785194976867153
Area 7,2022,ROBBERY,19182,13,0.6777186946095297
Area 8,2022,ROBBERY,20179,8,0.39645175677684724
Area 9,2022,ROBBERY,32167,14,0.4352286504803059
Area 10,2022,ROBBERY,29172,16,0.5484711367064308
Area 11,2022,ROBBERY,14096,5,0.3547105561861521
Area 12,2022,ROBBERY,35537,11,0.30953653938148973
Area 13,2022,ROBBERY,33980,16,0.47086521483225424
Area 14,2022,ROBBERY,12988,4,0.3079765937788728
Area 15,2022,ROBBERY,18535,10,0.5395198273536552
Area 16,2022,ROBBERY,29540,12,0.4062288422477996
Area 17,2022,ROBBERY,11215,8,0.7133303611234953
Area 18,2022,ROBBERY,22982,16,0.6961970237577234
Area 19,2022,ROBBERY,34393,22,0.639665048120257
Area 20,2022,ROBBERY,33824,19,0.5617313150425733
Area 21,2022,ROBBERY,5040,1,0.1984126984126984
Area 22,2022,ROBBERY,19425,10,0.5148005148005148
Area 23,2022,ROBBERY,12283,9,0.7327200195392005
Area 24,2022,ROBBERY,33501,17,0.5074475388794365
Area 25,2022,ROBBERY,16472,8,0.48567265662943176
Area 26,2022,ROBBERY,17300,7,0.4046242774566474
Area 27,2022,ROBBERY,11133,4,0.35929219437707716
Area 28,2022,ROBBERY,38522,18,0.4672654586989253
Area 29,2022,ROBBERY,26811,12,0.44757748685241133
Area 30,2022,ROBBERY,14639,5,0.3415533847940433
Area 31,2022,ROBBERY,24741,15,0.6062810719049351
Area 32,2022,ROBBERY,14325,5,0.34904013961605584
Area 33,2022,ROBBERY,31509,12,0.38084356850423684
Area 34,2022,ROBBERY,25959,14,0.5393119919873647
Area 35,2022,ROBBERY,19402,8,0.41232862591485414
Area 36,2022,ROBBERY,10966,3,0.273572861572132
Area 37,2022,ROBBERY,33798,21,0.6213385407420557
Area 38,2022,ROBBERY,31835,19,0.596827391236061
Area 39,2022,ROBBERY,17048,7,0.4106053496011262
Area 40,2022,ROBBERY,20149,8,0.3970420368256489
Area 41,2022,ROBBERY,10026,6,0.5984440454817475
Area 42,2022,ROBBERY,37605,19,0.5052519611753756
Area 43,2022,ROBBERY,21151,4,0.18911635383669803
Area 44,2022,ROBBERY,30558,10,0.32724654754892335
Area 45,2022,ROBBERY,19214,11,0.5724992193192464
Area 46,2022,ROBBERY,19286,9,0.4666597531888417
Area 47,2022,ROBBERY,28193,16,0.5675167594793034
Area 48,2022,ROBBERY,29557,21,0.7104915925161552
Area 49,2022,ROBBERY,39975,15,0.37523452157598497
Area 50,2022,ROBBERY,19490,8,0.4104669061056952
Area 51,2022,ROBBERY,22412,11,0.4908084954488666
Area 52,2022,ROBBERY,17047,3,0.1759840441133337
Area 53,2022,ROBBERY,39723,23,0.5790096417692521
Area 54,2022,ROBBERY,25476,14,0.5495368189668708
Area 55,2022,ROBBERY,22368,13,0.5811874105865522
Area 56,2022,ROBBERY,36541,23,0.6294299553925727
Area 57,2022,ROBBERY,26068,8,0.3068896731624981
Area 58,2022,ROBBERY,35574,14,0.3935458480913026
Area 59,2022,ROBBERY,38752,17,0.43868703550784477
Area 60,2022,ROBBERY,23890,7,0.29300962745918796
Area 61,2022,ROBBERY,16283,12,0.7369649327519499
Area 62,2022,ROBBERY,21578,8,0.37074798405783665
Area 63,2022,ROBBERY,31800,11,0.3459119496855346
Area 64,2022,ROBBERY,30901,12,0.38833694702436816
Area 65,2022,ROBBERY,33077,12,0.3627898539770838
Area 66,2022,ROBBERY,8832,3,0.33967391304347827
Area 67,2022,ROBBERY,31027,13,0.4189899120121185
Area 68,2022,ROBBERY,19535,11,0.5630918863578194
Area 69,2022,ROBBERY,22532,13,0.5769572164033374
Area 70,2022,ROBBERY,31502,19,0.6031363088057901
Area 71,2022,ROBBERY,27762,14,0.5042864346949067
Area 72,2022,ROBBERY,37952,20,0.5269814502529511
Area 73,2022,ROBBERY,5412,5,0.9238728750923872
Area 74,2022,ROBBERY,15761,9,0.5710297569951145
Area 75,2022,ROBBERY,35570,18,0.5060444194545966
Area 76,2022,ROBBERY,13985,6,0.42903110475509476
Area 77,2022,ROBBERY,19744,4,0.2025931928687196
Area 78,2022,ROBBERY,30945,18,0.58167716917111
Area 79,2022,ROBBERY,19803,5,0.25248699691965865
Area 80,2022,ROBBERY,11600,8,0.689655172413793
Area 81,2022,ROBBERY,11789,4,0.33929934684875734
Area 82,2022,ROBBERY,5617,5,0.8901548869503294
Area 83,2022,ROBBERY,36516,12,0.32862306933946767
Area 84,2022,ROBBERY,5538,3,0.5417118093174431
Area 85,2022,ROBBERY,37262,14,0.3757178895389405
Area 86,2022,ROBBERY,35452,17,0.4795216066794539
Area 87,2022,ROBBERY,8624,3,0.34786641929499074
Area 88,2022,ROBBERY,20581,8,0.3887080316797046
Area 89,2022,ROBBERY,24391,18,0.737977122709196
Area 90,2022,ROBBERY,7210,2,0.27739251040221913
Area 91,2022,ROBBERY,7285,5,0.6863417982155113
Area 92,2022,ROBBERY,23761,15,0.6312865620133833
Area 93,2022,ROBBERY,37280,17,0.4560085836909871
Area 94,2022,ROBBERY,12825,7,0.5458089668615984
Area 95,2022,ROBBERY,19750,8,0.40506329113924056
Area 96,2022,ROBBERY,29262,16,0.5467842252751008
Area 97,2022,ROBBERY,30448,22,0.722543352601156
Area 98,2022,ROBBERY,15686,6,0.3825066938671427
Area 99,2022,ROBBERY,32454,11,0.33894127072163677
Area 100,2022,ROBBERY,17636,5,0.2835110002268088
Area 1,2023,ROBBERY,7985,3,0.3757044458359424
Area 2,2023,ROBBERY,34924,15,0.4295040659718245
Area 3,2023,ROBBERY,34709,11,0.31692068339623725
Area 4,2023,ROBBERY,7756,3,0.3867973182052605
Area 5,2023,ROBBERY,14641,5,0.34150672768253537
Area 6,2023,ROBBERY,36312,21,0.5783212161269002
Area 7,2023,ROBBERY,19182,5,0.26066103638828064
Area 8,2023,ROBBERY,20179,8,0.39645175677684724
Area 9,2023,ROBBERY,32167,20,0.6217552149718656
Area 10,2023,ROBBERY,29172,16,0.5484711367064308
Area 11,2023,ROBBERY,14096,7,0.4965947786606129
Area 12,2023,ROBBERY,35537,19,0.5346540225680277
Area 13,2023,ROBBERY,33980,12,0.3531489111241907
Area 14,2023,ROBBERY,12988,5,0.384970742223591
Area 15,2023,ROBBERY,18535,8,0.43161586188292417
Area 16,2023,ROBBERY,29540,12,0.4062288422477996
Area 17,2023,ROBBERY,11215,4,0.3566651805617477
Area 18,2023,ROBBERY,22982,9,0.3916108258637194
Area 19,2023,ROBBERY,34393,19,0.5524379961038584
Area 20,2023,ROBBERY,33824,14,0.4139072847682119
Area 21,2023,ROBBERY,5040,2,0.3968253968253968
Area 22,2023,ROBBERY,19425,6,0.3088803088803089
Area 23,2023,ROBBERY,12283,4,0.3256533420174224
Area 24,2023,ROBBERY,33501,16,0.4775976836512343
Area 25,2023,ROBBERY,16472,5,0.30354541039339483
Area 26,2023,ROBBERY,17300,10,0.5780346820809249
Area 27,2023,ROBBERY,11133,3,0.26946914578280784
Area 28,2023,ROBBERY,38522,18,0.4672654586989253
Area 29,2023,ROBBERY,26811,11,0.41027936294804374
Area 30,2023,ROBBERY,14639,4,0.27324270783523463
Area 31,2023,ROBBERY,24741,8,0.3233499050159654
Area 32,2023,ROBBERY,14325,6,0.418848167539267
Area 33,2023,ROBBERY,31509,12,0.38084356850423684
Area 34,2023,ROBBERY,25959,15,0.5778342771293193
Area 35,2023,ROBBERY,19402,5,0.2577053911967838
Area 36,2023,ROBBERY,10966,3,0.273572861572132
Area 37,2023,ROBBERY,33798,20,0.5917509911829102
Area 38,2023,ROBBERY,31835,18,0.5654154232762683
Area 39,2023,ROBBERY,17048,6,0.35194744251525106
Area 40,2023,ROBBERY,20149,12,0.5955630552384734
Area 41,2023,ROBBERY,10026,2,0.19948134849391583
Area 42,2023,ROBBERY,37605,11,0.2925142933120595
Area 43,2023,ROBBERY,21151,13,0.6146281499692685
Area 44,2023,ROBBERY,30558,16,0.5235944760782774
Area 45,2023,ROBBERY,19214,9,0.4684084521702925
Area 46,2023,ROBBERY,19286,6,0.3111065021258944
Area 47,2023,ROBBERY,28193,12,0.4256375696094775
Area 48,2023,ROBBERY,29557,9,0.30449639679263796
Area 49,2023,ROBBERY,39975,21,0.525328330206379
Area 50,2023,ROBBERY,19490,10,0.513083632632119
Area 51,2023,ROBBERY,22412,7,0.3123326789220061
Area 52,2023,ROBBERY,17047,13,0.7625975244911128
Area 53,2023,ROBBERY,39723,25,0.6293583062709261
Area 54,2023,ROBBERY,25476,16,0.6280420788192809
Area 55,2023,ROBBERY,22368,11,0.4917739628040057
Area 56,2023,ROBBERY,36541,16,0.4378643167948332
Area 57,2023,ROBBERY,26068,13,0.49869571888905934
Area 58,2023,ROBBERY,35574,13,0.3654354303704953
Area 59,2023,ROBBERY,38752,17,0.43868703550784477
Area 60,2023,ROBBERY,23890,10,0.4185851820845542
Area 61,2023,ROBBERY,16283,5,0.30706872197997914
Area 62,2023,ROBBERY,21578,16,0.7414959681156733
Area 63,2023,ROBBERY,31800,16,0.5031446540880503
Area 64,2023,ROBBERY,30901,15,0.4854211837804602
Area 65,2023,ROBBERY,33077,12,0.3627898539770838
Area 66,2023,ROBBERY,8832,4,0.4528985507246377
Area 67,2023,ROBBERY,31027,15,0.4834498984755213
Area 68,2023,ROBBERY,19535,11,0.5630918863578194
Area 69,2023,ROBBERY,22532,10,0.4438132433871827
Area 70,2023,ROBBERY,31502,9,0.2856961462764269
Area 71,2023,ROBBERY,27762,19,0.6843887328002305
Area 72,2023,ROBBERY,37952,12,0.31618887015177066
Area 73,2023,ROBBERY,5412,3,0.5543237250554324
Area 74,2023,ROBBERY,15761,13,0.8248207601040544
Area 75,2023,ROBBERY,35570,15,0.4217036828788305
Area 76,2023,ROBBERY,13985,6,0.42903110475509476
Area 77,2023,ROBBERY,19744,7,0.35453808752025934
Area 78,2023,ROBBERY,30945,17,0.5493617708838261
